,op_description,"Cảm ơn bạn đã hỗ trợ thử nghiệm β cho ứng dụng Tẩy não.

Ứng dụng này có thể khiến đối phương rơi vào trạng thái bị tẩy não thông qua ánh sáng và sóng âm đặc biệt phát ra từ màn hình, để bạn mặc sức thao túng.


<color=""white""><b>Cách Tẩy não:</b></color><color=#F4B5FF>Nhấn nút BẬT Thôi miên, hướng màn hình về phía mục tiêu</color>""
Sau khi đối phương đã bình tĩnh lại, họ sẽ nghe theo chỉ thị của bạn.

<color=""white""><b>Cách Giải trừ:</b></color><color=#F4B5FF>Nhấn nút Giải trừ</color>
Sóng âm giải trừ sẽ lập tức hóa giải trạng thái tẩy não của đối phương. Ký ức trong lúc bị tẩy não sẽ bị niêm phong.

Vì bạn là người thử nghiệm, sau khi bạn đã quen với ứng dụng, chúng tôi sẽ lần lượt mở khóa các chức năng mới cho bạn.

Xin hãy nhất định thử nghiệm các chức năng khác nhau.

<align=""center""><color=""white""><b>※Nghiêm cấm sử dụng cho các mục đích phi pháp※</b></color></align>",,
,,,,,
,,,,,
■Game,,,,
■スマホ,,,,
,洗脳アプリ,Ứng dụng Tẩy não,,
,催眠アプリ,<size=34>Ứng dụng Thôi miên<size=34>,,
,,,,
,button催眠,BẬT Thôi miên,,
,button金縛り,BẬT Trói buộc,,
,button常識改変,Cải biến Nhận thức,,
,button発情,BẬT Động dục,,
,,,,
,調教終了,Kết thúc Dạy dỗ,,
,強制絶頂,Ép Lên Đỉnh,,
,,,,
,催眠中,Đang Thôi miên,,
,集団洗脳中,Đang Tẩy não Tập thể,,
,催眠解除,Giải trừ Thôi miên,,
,menu,Menu,,
,カメラ,Camera,,
,衣装,Trang phục,,
,オート,Tự động,,
,アイテム,Vật phẩm,,
,,,,
■チートモード,,,,
,cheatMode_result,Chế độ Cheat,,
,cheatMode_title,CHẾ ĐỘ CHEAT,,
,cheatMode_alloff,TẮT\nTẤT CẢ,,
,cheatMode_cLevel,Cấp độ Dạy dỗ,,
,cheatMode_zone,Vùng nhạy cảm,,
,cheatMode_zoneLevel,Cấp độ,,
,cheatMode_zoneArousal,Hưng phấn,,
,cheatMode_ecstasyMax,Giới hạn Cực khoái,,
,cheatMode_ecstasyTh,Cường độ Cực khoái,,
,cheatMode_oppaiScale,Cỡ Ngực,,
,cheatMode_ecstasyZone,Vùng Cực khoái,,
,cheatMode_skinColor,Màu Da,,
,cheatMode_allClothOFF,Cởi hết Quần áo,,
,cheatMode_resetVirgin,Khôi phục Trinh tiết,,
,CheatModeWarningText,"Chế độ Cheat là một chế độ tặng kèm, được phát triển dựa trên các chức năng gỡ lỗi.\n\n・Thay đổi cấp độ hoặc chỉ số có thể khiến lời thoại trở nên không tự nhiên.\n・Thay đổi cỡ ngực khi đang mặc quần áo sẽ gây ra lỗi hiển thị.\n・Các cấp độ được tăng sẽ quay về trạng thái ban đầu khi phân cảnh kết thúc.",,
,CheatModeWarning_close,Xác nhận,,
,,,,
■アイテムUI,,,,
,itemUI_乳首 左,Đầu ti Trái,,
,itemUI_乳首 右,Đầu ti Phải,,
,itemUI_クリトリス,Hột le,,
,itemUI_膣,Âm đạo,,
,itemUI_アナル,Hậu môn,,
,itemUI_vive_クリ,Hột le,,
,itemUI_vive_膣,Âm đạo,,
,itemUI_挿入・タッチ,"Đút vào, Sờ mó",,
,itemUI_タッチ,Sờ mó,,
,itemUI_挿入,Đút vào,,
,itemUI_yaburi_toggle,Chuyển đổi Thao tác,,■0926追加
,itemUI_yaburi_text_normal,Click để Kéo\nClick chuột giữa để Xé,,■0926追加
,itemUI_yaburi_text_reverse,Click để Xé\nClick chuột giữa để Kéo,,■0926追加
,,,,
,,,,
■メーター　キャラ,,,,
,meter_level,Cấp độ Dạy dỗ: ***,,
,meter_day,Ngày thứ ***,,
,ステータス,Trạng thái,,
,絶頂 : ,"<size=13>Cực khoái<size=13>: ",,
,寸止め発生,Bỏ dở,,
,,,,
,metericon_羞恥,Xấu hổ,,
,metericon_潮吹き,Phun nước,,
,,,,
,,,,
■メーター　Zone,,,,,
,meter_arousalbar,Độ nhạy :,,,
,開発レベル : ,Cấp độ khai phá : ,,,
,欲求,Dục vọng,,,
,痛み,Đau đớn,,,
,快感,Khoái cảm,,,
,焦らし,Trêu tức,,,
,絶頂可能,"<size=14>Có thể
lên đỉnh<size=14>",,,
,解消,Hóa giải,,,
,,,,,
■サイドバー,,,,
,sidebarTab_camera,Camera,,■0917追加
,sidebarTab_auto,Tự động,,■0917追加
,sidebarTab_cloth,Trang phục,,■0917追加
,sidebarTab_item,Vật phẩm,,■0917追加
,,,,
,clothToggle_脱がす,Cởi ra,,
,clothToggle_着せる,Mặc vào,,
,Label_outOfValue,Trạng thái hiện tại không thể cởi ra.,,
,Label_slotIsFill,Đang mặc trang phục khác!,,
,Label_outOfSituation_cloth,Hiện tại không thể chạm vào.,,
,Label_outOfSituation_item,Hiện tại không thể chạm vào.,,
,Label_outOfSituation_auto,Hiện tại không thể chạm vào.,,
,セット別,Theo bộ,,
,部位別,Theo loại,,
,cloth_全て,Tất cả,,
,cloth_ONのみ,Đang mặc,,
,cloth_OFFのみ,Đã cởi,,
,cloth_Open,Mở rộng,,
,cloth_Close,Thu gọn,,
,付ける,Trang bị,,
,外す,Tháo ra,,
,,,,
,,,,
オート,,,,
,手　オート設定,Tay Tự động,,
,ペニス　オート設定,Dương vật Tự động,,
,ピストン,Đâm rút,,
,自動射精,Tự động Xuất tinh,,
,autoPiston_絶頂で停止,Dừng khi Lên đỉnh,,
,autoPiston_継続,Tiếp tục,,
,オートアイテム,Tự động Vật phẩm,,■0917追加
,autoItem_tutorial,"Click chuột giữa
hoặc
Phím A
Cố định Vật phẩm",,■0917追加
,autoItem_off,TẮT,,■0917追加
※アイテムは冒頭に,,,,
,,,,
衣装（old）,リボンを外す,Cởi Nơ,,
,リボンを着ける,Thắt Nơ,,
,上着を脱がせる,Cởi Áo,,
,上着を着せる,Mặc Áo,,
,ブラを外す,Cởi Áo lót,,
,ブラを付ける,Mặc Áo lót,,
,スカートを脱がせる,Cởi Váy,,
,スカートを着せる,Mặc Váy,,
,ぱんつを脱がせる,Cởi Quần lót,,
,ぱんつを履かせる,Mặc Quần lót,,
,,,,
カメラ,cam_回転,Xoay,,
,cam_移動,Di chuyển,,
,ズーム,Gần xa,,
,カメラ1,Góc máy 1,,
,カメラ2,Góc máy 2,,
,カメラ3,Góc máy 3,,
,,,,
撮影モード,PhotoMode_start,Chế độ Chụp ảnh,,
,PhotoMode_end,Thoát Chế độ Chụp ảnh,,
,PhotoMode_title,Chế độ Chụp ảnh,,
,PhotoMode_take,Chụp,,
,PhotoMode_folder,Mở Thư mục,,
,PhotoMode_nextfilter,Đổi Hiệu ứng,,
,,,,
■コマンドボタン,,,,
,精液を拭く,Lau Tinh dịch,,
,オナニーをしろ,Bắt đầu Tự sướng,,
,オナニーをやめろ,Dừng Tự sướng,,
,スカートを上げろ,Vén Váy,,
,スカートを下せ,Hạ Váy,,
,脚を開け,Dang Chân,,
,M字開脚,Dang chân chữ M,,
,教科書朗読,Đọc bài,,
,ベッドに入る,Lên Giường,,
,ベッドから出る,Xuống Giường,,
,授業開始,Vào học,,
,パーティー開始,Bắt đầu Tiệc,,
,脚を閉じる,Khép Chân,,
,脚を少し閉じる,Hơi khép Chân,,
,机透過,Nhìn xuyên bàn,,
,立て,Đứng dậy,,
,しゃがめ,Ngồi xổm,,
,前を向け,Quay về trước,,
,後ろを向け,Quay về sau,,
,朗読開始,Bắt đầu Đọc bài,,
,挨拶開始,Bắt đầu Chào hỏi,,
,挨拶終了,Kết thúc Chào hỏi,,
,,,,
,it_精液を拭く,Lau Tinh dịch,,
,it_オナニーをさせる,Ép Tự sướng,,
,it_オナニーをやめさせる,Dừng Tự sướng,,
,it_スカートをたくし上げさせる,Vén Váy lên,,
,it_たくし上げをやめさせる,Không vén Váy,,
,it_脚を開かせる,Dang Chân,,
,it_M字開脚させる,Tạo dáng Chữ M,,
,it_脚を閉じさせる,Khép Chân,,
,it_教科書を朗読する,Đọc bài,,
,it_横になる,Nằm xuống,,
,it_立たせる,Đứng dậy,,
,it_教室に入る,Vào Lớp,,
,it_パーティー会場に向かう,Đến Sảnh tiệc,,
,it_閉じる,Đóng,,
,it_机の透過を切り替える,Chuyển sang Nhìn xuyên bàn,,
,it_立ち上がらせる,Đứng dậy,,
,it_しゃがませる,Ngồi xổm,,
,it_ポーズを変更する,Đổi Tư thế,,
,it_招待客に挨拶回りをする,Đi Chào khách,,
,it_挨拶回りを中断する,Dừng Chào khách,,
,it_opskip,Bỏ qua phần mở đầu và hướng dẫn.,,
,,,,
,,,,
,,,,
■淫語ツリー,,,,
,淫語解放,Mở khóa Dâm ngữ,,
,淫語ツリー_text,"※Khi các từ khóa quan trọng chưa được mở khóa, lời thoại sẽ ít hơn.",,
,Lv. 1,Cấp 1,,
,Lv. 2,Cấp 2,,
,Lv. 3,Cấp 3,,
,Lv. 4,Cấp 4,,
,基礎知識,Kiến thức Cơ bản,,
,応用,Nâng cao,,
,性器名称,Tên gọi Thân mật,,
,ドスケベワード,Từ ngữ Gợi tình,,
,ちょっと重要,Hơi Quan trọng,,■0910追加
,とても重要,Rất Quan trọng,,■0910追加
,ingo_allforget,Quên hết Dâm ngữ,,■0926追加
,,,,
■淫語ワード,ingo_イク,Ra rồi,,
,ingo_おまんこ,Lồn,,
,ingo_オナニー,Tự sướng,,
,ingo_おちんぽ,Cặc,,
,ingo_潮吹き,Phun nước,,
,ingo_クリトリス,Hột le,,
,ingo_ポルチオ,Cổ tử cung,,
,ingo_アナル,Hậu môn,,
,ingo_ザーメン,Nòng nọc,,
,ingo_Gスポット,Điểm G,,
,ingo_アクメ,Lên đỉnh,,
,ingo_絶頂報告,Báo cáo Lên đỉnh,,
,ingo_ケツ穴,Lỗ Đít,,
,ingo_マンズリ,Cọ xát,,
,ingo_中出し,Xuất tinh vào trong,,
,ingo_種付け,Gieo giống,,
,ingo_孕む,Mang thai,,
,,,,
,,,,
■メッセージウィンドウ,,,,
,messsage_next,▼CLICK,,
,,,,
■ホイール,,,,
,iw_脱がせ,Cởi đồ,,
,iw_揉み,Xoa nắn,,
,iw_電マ,Máy Rung,,
,iw_ローター,Trứng Rung,,
,iw_バイブ,Dildo,,
,iw_落書き,Vẽ bậy,,
,iw_penis,Cặc,,
,iw_スティックローター,Máy Rung Que,,
,iw_スパンキング,Vả,,
,iw_yaburi,Xé,,
,iw_tongue,Liếm,,
,iw_OFF,TẮT,,
,,,,
■チュートリアル,,,,
,tutorial_Click This,↓Click Đây↓,,
,tutorial_上着を脱がせる,Cởi Áo khoác,,
,tutorial_セーターを脱がせる,Cởi Áo len,,
,tutorial_シャツを脱がせる,Cởi Áo sơ mi,,
,tutorial_ストッキングを脱がせる,Cởi Vớ da,,
,tutorial_ぱんつを脱がせる,Cởi Quần lót,,
,tutorial_ブラを外す,Cởi Áo lót,,
,tutorial_服を完全に脱がせる,Cởi hết,,
,tutorial_制服を着せる,Mặc Đồng phục,,
,tutorial_上着を着せる,Mặc Áo khoác,,
,tutorial_セーターを着せる,Mặc Áo len,,
,tutorial_シャツを着せる,Mặc Áo sơ mi,,
,tutorial_ぱんつを履かせる,Mặc Quần lót,,
,tutorial_ブラを着ける,Mặc Áo lót,,
,tutorial_スカートを戻す,Hạ Váy,,
,tutorial_外した衣装を戻す,Mặc lại đồ đã cởi,,
,tutorial_selectItem,"Click chuột phải để chọn công cụ ""Cởi đồ""",,
,,,,
,,,,
,tutorial_ecstasyZone,Kích thích các bộ phận có thể lên đỉnh,,
,tutorial_classroom,Tẩy não→Lắp Trứng rung→Bắt đầu giờ học,,
,,,,
,tutorial_teman,"Click để Xoa nắn hoặc Tự sướng.
Lăn chuột để điều chỉnh độ sâu.",,
,tutorial_denma,"Click để BẬT.
Lăn chuột để điều chỉnh cường độ.",,
,tutorial_roter,"Click để BẬT.
Lăn chuột để điều chỉnh cường độ.",,
,tutorial_vive,"Chạm để Kích thích.
Click để Đút vào.
Lăn chuột để điều chỉnh cường độ.",,
,tutorial_penis,"Click để Đút vào.
Click chuột giữa để Xuất tinh.",,
,tutorial_cloth,Cởi hết trang phục,,■0910追加
,tutorial_autoPiston,Sử dụng chế độ Tự động,,■0910追加
,tutorial_autoItem,Cố định Vật phẩm,,■0910追加
,tutorial_reset,Hiện lại Hướng dẫn,,■0910追加
,tutorial_reset_button,Hiện lại,,■0910追加
,,,,
,CameraWarningText,"Khi sử dụng chức năng thay đổi góc máy,
đôi khi hiển thị của một số nhân vật sẽ có bất thường.

Nếu xảy ra bất thường, xin hãy điều chỉnh camera về vị trí ban đầu.",,
,,,,
■ゲームオーバー,,,,
,GAME OVER,GAME OVER,,
,通報されました,Bạn đã bị tố cáo,,
,調教開始前に戻る,Quay lại trước khi bắt đầu Dạy dỗ,,
,スタートメニューに戻る,Về Menu chính,,
,,,,
■ツールチップ,,,,
,it_アナルビーズ,Bi Hậu môn,,
,it_(クリック)アナル挿入,(Click) Nhét vào Hậu môn,,
,it_(クリック)膣挿入,(Click) Nhét vào Âm đạo,,
,it_ブラをずらす,Kéo Áo lót,,
,it_上着を脱がせる,Cởi Áo khoác,,
,it_シャツを脱がせる,Cởi Áo sơ mi,,
,it_制服を脱がせる,Cởi Đồng phục,,
,it_セーターを脱がせる,Cởi Áo len,,
,it_タイツを脱がせる,Cởi Quần tất,,
,it_ストッキングを脱がせる,Cởi Vớ da,,
,it_ニーソを脱がせる,Cởi Tất cao,,
,it_靴下を脱がせる,Cởi Vớ,,
,it_脱がせ_汎用,Cởi,,
,,,,
,,,,
,,,,
,it_両胸,Hai Vú,,
,it_揉む,Xoa nắn,,
,it_ぱんつを脱がせる,Cởi Quần lót,,
,it_リボンを外す,Cởi Nơ,,
,it_スカートを外す,Cởi Váy,,
,it_クリックでスカートめくり,Click để Vén váy,,
,it_指を入れる,Cho ngón tay vào,,
,it_(クリック)挿入,(Click) Đút vào,,
,it_今は解除しない方が良さそうだ…,Hiện tại có lẽ không nên giải trừ...,,
,it_記憶を消去し、調教を終了する,"Xóa ký ức, kết thúc dạy dỗ.",,
,it_状況にかかわらず強制的に絶頂させる,Có thể ép lên đỉnh trong mọi hoàn cảnh.,,
,it_未解禁の機能,Chức năng chưa mở khóa,,
,it_アナル,Hậu môn,,
,it_クリ,Hột le,,
,it_内もも,Đùi trong,,
,it_尻,Mông,,
,it_乳首,Đầu ti,,
,it_乳房,Vú,,
,it_子宮,Tử cung,,
,it_膣口,Cửa Âm đạo,,
,it_鼠径部,Háng,,
,it_挿入,Đút vào,,
,it_素股,Cọ xát,,
,it_パイズリ,Kẹp vú,,
,it_フェラ,Bú cặc,,
,it_お尻,Mông,,
,it_乳輪,Quầng vú,,
,,,,
,,,,
,,,,
,it_今は洗脳しない方が良さそうだ…,Hiện tại có lẽ không nên tẩy não...,,
,,,,
■通知,,,,
,notif_性感帯　開発レベルアップ,Vùng nhạy cảm - Cấp độ Khai phá tăng,,
,notif_経験値,Điểm Kinh nghiệm,,
,notif_調教レベルアップ！,Cấp độ Dạy dỗ tăng!,,
,notif_強く大きな絶頂をしています。,Đang lên đỉnh dữ dội.,,
,notif_弱い絶頂を数多くしています。,Đang lên đỉnh nhẹ nhiều lần.,,
,notif_絶頂の強さ・数は中程度です。,Cường độ và số lần lên đỉnh ở mức vừa phải.,,
,notif_ペニスで絶頂することが多いようです。,Số lần lên đỉnh bằng dương vật nhiều hơn.,,
,notif_玩具で絶頂することが多いようです。,Số lần lên đỉnh bằng đồ chơi nhiều hơn.,,
,notif_ペニスと玩具で同じぐらい絶頂しています。,Số lần lên đỉnh bằng dương vật và đồ chơi tương đương nhau.,,
,notif_大人しく従順になってきています。,Bắt đầu trở nên ngoan ngoãn.,,
,notif_まだ反抗的なようです。,Dường như vẫn còn muốn phản kháng.,,
,notif_ステータス,Trạng thái,,
,notif_ガチャコイン獲得！,Nhận được Xu Gacha!,,
,,,,
,notif_***が解放されました,*** đã được mở khóa.,,
,,,,
,notif_エンディング,Kết cục,,
,notif_エンディングが解放されました,Kết cục đã được mở khóa.,,
,,,,
,notif_キャラ :,Nhân vật:,,
,notif_絶頂傾向 :,Xu hướng Lên đỉnh:,,
,notif_潮吹き癖 :,Tật Phun nước:,,■0921追加
,notif_男根-玩具 :,Dương vật - Đồ chơi:,,
,notif_従順度 :,Độ Phục tùng:,,
,notif_経験値 :,Điểm Kinh nghiệm:,,
,notif_ガチャコイン :,Xu Gacha:,,
,,,,
,notif_淫乱度 :,Độ Dâm loạn:,,■0829追加
,notif_好感度 :,Hảo Cảm:,,■0829追加
,notif_オナホ-奉仕 :,<size=18>Kiểu chơi:,,■0829追加
,,,,
,notif_inran_low,Vẫn còn khá ngây thơ.,,■0829追加
,notif_inran_mid,Dường như đang dần khám phá dục vọng.,,■0829追加
,notif_inran_high,Đã sa ngã thành một người đàn bà dâm đãng.,,■0829追加
,notif_koukan_zero,Cậu rốt cuộc là ai?,,■0829追加
,notif_koukan_low,Dường như có ác cảm với bạn.,,■0829追加
,notif_koukan_mid,Dường như khá hứng thú với bạn.,,■0829追加
,notif_koukan_high,Ánh mắt lúc nào cũng không rời khỏi bạn.,,■0829追加
,notif_onaho-houshi_houshi,Dường như đặt khoái cảm của bản thân lên hàng đầu.,,■0829追加
,notif_onaho-houshi_mid,Thái độ trung lập.,,■0829追加
,notif_onaho-houshi_onaho,Dường như thường xuyên phục vụ dương vật.,,■0829追加
,notif_siohuki_low,Lượng phun của cô ấy không nhiều.,,■0921追加
,notif_siohuki_mid,Cô ấy thỉnh thoảng sẽ phun.,,■0921追加
,notif_siohuki_high,Cô ấy phun như một cái vòi nước bị hỏng.,,■0921追加
,,,,
■エンディング,,,,
,ending_Return,Trở về,,
,,,,
,,,,
,,,,
■オプション,,,,
,オプション,Tùy chọn,,
,ゲーム,Game,,
,サウンド,Âm thanh,,
,キー割り当て,Phím tắt,,
,,,,
,言語,Ngôn ngữ,,
,陰毛,Lông mu,,
,グラフィックス,Chất lượng Đồ họa,,
,画質を自動調整,Tự động điều chỉnh Đồ họa,,
,フルスクリーン,Toàn màn hình,,
,テキスト表示速度,Tốc độ hiển thị Chữ,,
,セリフスキップ時、ボイス再生を続ける,Tiếp tục phát Âm thanh khi bỏ qua,,
,opt_断面図,Hình cắt lớp,,
,opt_断面図追従,Hình cắt lớp tự di chuyển,,
,opt_断面図サイズ,Kích thước Hình cắt lớp,,
,opt_断面図透過,Nhìn xuyên Hình cắt lớp,,
,後ろ髪透過,Nhìn xuyên Tóc sau gáy,,
,エラーログを表示,Hiển thị Lịch sử lỗi,,
,解像度,Độ phân giải,,
,opt_流体シミュレーション,Mô phỏng Chất lỏng,,
,opt_自動射精,Tự động Xuất tinh,,
,opt_フレームレートを表示する,Hiển thị Tốc độ khung hình (FPS),,
,opt_fpscap,FPS Tối đa,,
,opt_バグ報告ボタンを表示する,Hiển thị Nút báo lỗi,,
,opt_解像度,Độ phân giải,,
,res_カスタム,Tùy chỉnh,,
,アイテム使用中にマウスカーソルを隠す,Ẩn con trỏ chuột khi dùng Vật phẩm,,
,吐息エフェクト,Hiệu ứng Hơi thở,,
,湯気エフェクト,Hiệu ứng Hơi nóng,,
,opt_autoReport,Tự động gửi thông tin Gỡ lỗi,,■0909追加
,opt_retainHypnoMode,Giữ lại chế độ Tẩy não lần trước,,■0911追加
,opt_流体シミュレーション,,,■0919追加
,opt_addaptiveMusic,Nhạc nền Thanh Cực khoái,,
,マスター,Âm lượng,,
,ボイス,Thoại,,
,ボイス（バックグラウンド）,Thoại (Nền),,
,SE（アイテム）,SE (Vật phẩm),,
,SE（ぐちゅ音）,SE (Tiếng nước),,
,SE（その他）,SE (Khác),,
,システム,Hệ thống,,
,BGM,BGM,,
,音量リセット,Reset Âm lượng,,
,,,,
,オプションをリセット,Thiết lập lại,,
,opt_操作説明,Hướng dẫn Thao tác,,
,,,,
,,,,
,オプションをリセットしますか？,Bạn có muốn thiết lập lại không?,,
,リセットする,Có,,
,,,,
,グラフィックス設定を選んでください,Xin hãy chọn thiết lập đồ họa.,,
,グラフィックス設定を選んでください_text,"Có thể thay đổi bất cứ lúc nào qua Tùy chọn→Hệ thống→Đồ họa.
Giảm độ phân giải và chuyển sang toàn màn hình có thể giảm tải cho hệ thống hơn nữa.",,
,,,,
,InitialSetting_title,Thiết lập Ban đầu,,■0909追加
,InitialSetting_autoGraphics,Tự động điều chỉnh Đồ họa,,■0909追加
,InitialSetting_autoReport,Tự động gửi thông tin Gỡ lỗi,,■0909追加
,InitialSetting_changeOption,※Có thể thay đổi bất cứ lúc nào trong Tùy chọn.,,■0909追加
,,,,
,,,,
,graphics_高画質,Đồ họa Cao,,
,graphics_通常,Bình thường,,
,graphics_軽量,Đồ họa Thấp,,
,graphics_超軽量,Đồ họa Tối thiểu,,
,,,,
,graphics_高画質_text,"PC Gaming, v.v.",,
,graphics_通常_text,"Laptop Đời mới
Desktop",,
,graphics_軽量_text,"Laptop
Vài năm trước",,
,graphics_超軽量_text,"Laptop Cũ
Tablet, v.v.",,
,,,,
,,,,
,keyMap_next,Hiển thị Chữ,,
,keyMap_wheel,Mở Menu Vật phẩm,,
,keyMap_setPutItemAuto,Cố định Vật phẩm,,
,keyMap_photoMode,Kích hoạt Chế độ Chụp ảnh,,
,keyMap_openSiderbar,Mở Thanh chức năng,,
,keyMap_sidebar_Camera,Thanh chức năng: Camera,,
,keyMap_sidebar_Item,Thanh chức năng: Vật phẩm,,
,keyMap_sidebar_Cloth,Thanh chức năng: Trang phục,,
,keyMap_sidebar_Auto,Thanh chức năng: Tự động,,
,,,,
,,,,
,opt_keyMap_ok,Xác nhận,,
,opt_keyMap_cancel,Hủy,,
,opt_keyMap_change,Thay đổi,,
,,,,
,keyMap_notSet,[Chưa thiết lập],,
,,,,
,キー割り当てをリセット,Reset Phím tắt,,
,キー割り当てをリセットしますか？,Bạn có muốn reset phím tắt không?,,
,,,,
,未収録ボイス,! Thoại chưa được thu âm,,
,,,,
■チュートリアル,tutorialLv1_p1title,Cách tiến hành Dạy dỗ 1/3,,
,tutorialLv1_p1text,<b><u>Cường độ</b></u> kích thích vùng nhạy cảm được hiển thị bằng 3 loại biểu tượng.,,
,tutorialLv1_p1teasing1,Thèm khát: Kích thích Yếu,,
,tutorialLv1_p1teasing2,Có hiệu quả tăng <b><u>Độ nhạy cảm</b></u> của vùng nhạy cảm.,,
,tutorialLv1_p1pleasure1,Khoái cảm: Kích thích Vừa,,
,tutorialLv1_p1pleasure2,Có hiệu quả tăng <b><u>Thanh Cực khoái</b></u> của nhân vật.,,
,tutorialLv1_p1pain1,Đau đớn: Kích thích Mạnh,,
,tutorialLv1_p1pain2,Cả <b><u>Độ nhạy cảm và Thanh Cực khoái</b></u> đều sẽ giảm.,,
,,,,
,tutorialLv1_p2title,Cách tiến hành Dạy dỗ 2/3,,
,tutorialLv1_p2text,"Các vùng nhạy cảm có liên kết với nhau. Khi kích thích một vùng nhạy cảm, 
<b><u>độ nhạy cảm của các vùng nhạy cảm khác có liên kết cũng sẽ tăng.</b></u>
Đôi khi, thay vì kích thích trực tiếp, 
<b><u>kích thích các vùng nhạy cảm lân cận</b></u> lại có thể tăng độ nhạy cảm hiệu quả hơn.",,
,tutorialLv1_p2icons1,Một số vùng nhạy cảm chỉ khi <b><u>bị kích thích</b></u> mới hiển thị biểu tượng.,,
,tutorialLv1_p2icons2,"Đùi trong và háng không thể lên đỉnh,
<b><u>tuy nhiên cảm giác đau sẽ ít hơn, dễ tăng độ nhạy cảm hơn</b></u>.",,
,,,,
,tutorialLv1_p3title,Cách tiến hành Dạy dỗ 3/3,,
,tutorialLv1_p3text,"Khi <b><u>Thanh Cực khoái</b></u> vượt qua vạch giới hạn (<#FF67E8><color=white"">100%),</color> nhân vật sẽ lên đỉnh.",,
,tutorialLv1_p3text2,"Càng lên đỉnh nhiều lần, thì sau khi kết thúc dạy dỗ, <b><u>Cấp độ Dạy dỗ</b></u> của nhân vật sẽ càng tăng nhiều.",,
,,"Các cách thao tác khác xin hãy xem trong <b><u>""Hướng dẫn Thao tác""</b></u> ở phần Tùy chọn.",,
,cantSavePopUp,"Không thể ghi dữ liệu lưu.
Xin hãy di chuyển game đến thư mục có quyền ghi.

Nếu là phiên bản đĩa, xin hãy sao chép game từ DVD vào PC.",,
,,,,,
■Android対応,,,,
,Android_ejaculationButton,Xuất tinh,,
,(Android)tutorial_selectItem,"Chạm ba ngón tay hoặc nhấn nút Menu, chọn công cụ ""Cởi đồ"".",,
,(Android)tutorial_teman,"Chạm nhẹ để Xoa nắn hoặc Tự sướng.
Chạm hai ngón tay để điều chỉnh độ sâu.",,
,(Android)tutorial_denma,"Chạm nhẹ để BẬT.
Chạm hai ngón tay để điều chỉnh cường độ.",,
,(Android)tutorial_roter,"Chạm nhẹ để BẬT.
Chạm hai ngón tay để điều chỉnh cường độ.",,
,(Android)tutorial_vive,"Chạm nhẹ để Đút vào.
Chạm hai ngón tay để điều chỉnh cường độ.",,
,(Android)tutorial_penis,"Chạm nhẹ để Đút vào.
Nhấn nút Xuất tinh để bắn tinh.",,
,,,,
,(Android)savedataIO_button,"Nhập / Xuất
Dữ liệu Lưu",,
,(Android)savedataIO_title,Nhập / Xuất Dữ liệu Lưu,,
,(Android)savedataIO_subtitle,Có thể nhập hoặc xuất file saveData.dat của phiên bản PC.,,
,(Android)savedataIO_import,Nhập,,
,(Android)savedataIO_export,Xuất,,
,,,,
,(Android)savedataIO_overwriteTitle,Ghi đè lên dữ liệu lưu hiện tại.,,
,(Android)savedataIO_overwriteButton,Ghi đè,,
,,,,
,(Android)savedataIO_permissionDenied,Bạn không có quyền.,,
,(Android)savedataIO_import_true,Nhập dữ liệu lưu thành công.,,
,(Android)savedataIO_import_nameDismatch,Đây không phải là file dữ liệu lưu.,,
,(Android)savedataIO_import_error,Lỗi đọc file.,,
,(Android)savedataIO_export_true,Xuất dữ liệu lưu thành công.,,
,(Android)savedataIO_export_error,Lỗi ghi file.,,
,,,,
■エンドクレジット,endCredit_author,Sản xuất:,,■0911追加
,endCredit_maincv,Diễn viên lồng tiếng,,■0911追加
,endCredit_music,Sản xuất Âm nhạc,,■0911追加
,endCredit_assistant3D,Hỗ trợ 3D,,■0911追加
,endCredit_mob,Sản xuất Nhân vật phụ,,■0911追加
,endCredit_assistant,Hỗ trợ Sản xuất,,■0911追加
,,,,
■RemoteConfig,,,,
,(RC)newVersion,Đã có phiên bản mới.,,
,(RC)Notification,Thông báo,,
,(RC)openButton,Mở trang,,
,(RC)SkipVersion,Bỏ qua thông báo,,
